Title,IMDB ID,Date of release,Genre1,Genre2,Genre3,Language,Actor1,Actor2,Actor3,Crew1,Crew2,Crew3,Plot summary,IMDB rating,IMDB votes,IMDB URL
Roar: Tigers of the Sundarbans,3796006,2014,Action,Adventure,Sci-Fi,Hindi,Aadil Chahal,Ahran Chaudhary,Pranay Dixit,Nikhil Bhoyrekar,Gajanan Chavan,Vikas Gandhale,NA,5.6,730,https://www.imdb.com/title/tt3796006/
Machine,5785200,2017,Action,Mystery,Romance,Hindi,Kiara Advani,Rishabh Arora,Mustafa Burmawala,NA,NA,NA,"Ransh and Sarah are passionate about car race and study in the same college they become friends due to their same passion.Aditya who belongs to the same friend circle as Sarah loves her secretly. The day Aditya is about to propose her he is killed in a car accident in front of Sarah.Sarah is depressed to what has happened but Ransh comforts her during this time, they both fall in love and get married with the blessings of Sarah's father Balraj Thapar.Ransh and Sarah go for honeymoon where Ransh kills Sarah by throwing her into deep valley.The mystery unfolds what made Ransh kill Sarah and who killed Aditya.",2.7,795,https://www.imdb.com/title/tt5785200/
Elaan,0416712,2005,Action,Thriller,NA,Hindi,Arjun Rampal,Ameesha Patel,John Abraham,Riti Sawhney,NA,NA,"Kantilal Shah a Mumbai based businessman is killed by underworld Don Baba Sikander after he fails to pay him the extortion money,Karan adopted son of Kantilal Shah had advised him not to do so and now his daughter Anjali blames Karan for his death.Karan announces that he will find Baba Sikander where ever he is and bring him back to the country.Karan finds Baba's hideout in Italy he along with Arjun a former cop and Abhimanyu travel to the country to find him they are also followed by a journalist Priya who developed cold shoulder towards Karan after death of his father and is tracking his every move,In Italy Abhimanyu has different plans he decides to elope with his girlfriend Sonia but are held by Salim, Baba's best friend who has a score to settle with Abhimanyu,Karan and Arjun reach on time and save Abhimanyu and Sonia.Abhimanyu realizes his mistake by the time they become good friends and are waiting for a tip of Baba's hideout.",4.4,718,https://www.imdb.com/title/tt0416712/
Saheb Biwi Aur Gangster 3,7695014,2018,Action,Crime,Drama,Hindi,Sanjay Dutt,Jimmy Sheirgill,Mahie Gill,Etisha Jain,Ankita Lad,Dashmesh Singh,"Madhvi Devi now turned to politics is enjoying her power and position in royal house after Aditya Pratap Singh lands in jail while his second wife Ranjana has turned alcoholic.Aditya Pratap is soon to be released from jail and Madhvi feels this could harm her position as both are still hungry for each others power and blood.Madhvi finds she is pregnant after she spends night with Aditya upon his return they both decide to raise the baby by forgetting their bygones.London based Uday Pratap Singh has his roots in India where he is having tiff with his father Maharaja Hari Singh and brother Vijay while his only support is his mother Yashododhra.Uday has Suhani as his keep in India while has an estranged relationship with his London based family,he returns to India and meets Madhvi while they had earlier bumped in London.Madhvi still hungry for power and wanting to eliminate Aditya Pratap convinces Uday to kill her husband but Uday is not aware that he is entering into world of lies and betrayal.",4.4,765,https://www.imdb.com/title/tt7695014/
Roti Kapada Aur Makaan,0072100,1974,Action,Drama,Musical,Hindi,Manoj Kumar,Shashi Kapoor,Zeenat Aman,Marutirao V. Kale,NA,NA,"After the retirement of his dad, the onus is on Bharat to look after the Delhi-based family. He has two younger college-going brothers, Deepak and Vijay, and a sister of marriage age, Radha. Bharat is a graduate, but is unable to secure any employment, much to the frustration of his girlfriend, Sheetal. Vijay takes step to secure his own future, by turning to crime, which is strongly opposed by Bharat, and as a result Vijay leaves the house. Mohan is Sheetal's boss, and finds her very attractive. When he proposes marriage, she accepts, and soon both are engaged. This leaves Bharat devastated, unable to deal with life, and unable to afford the basic needs of Roti (food), Kapada (Clothing), and Makaan (Shelter), he must now decide to carry on honestly, or otherwise.",6.9,770,https://www.imdb.com/title/tt0072100/
Toonpur Ka Superrhero,1189006,2010,Animation,Action,Adventure,Hindi,Ajay Devgn,Kajol,Ameya Pandya,Swapnil Bhalerao,Sukant Gantayat,Gurubaksh Singh,There is trouble brewing in the land of cartoons-Toonpur. The good guys of Toonpur (Devtoons) and the bad guys (Toonasurs) are at constant war. That's when Devtoons decide to take superstar action hero Aditya's help and get him down to Toonpur. But things are not as simple as the Devtoons had thought.,4.2,780,https://www.imdb.com/title/tt1189006/
Meri Biwi Ka Jawab Nahin,0187279,2004,Action,Comedy,Romance,Hindi,Akshay Kumar,Sridevi,Gulshan Grover,NA,NA,NA,"Ajay gets married to his childhood friend Durga; who is illiterate unable to differentiate between the style of these days and that of long time ago. When Ajay is given the post as police inspector he re-locates to Bombay and later on encourages Durga to move into there new home. In this new environment Durga will meet with some women who are subjected to injustice by some influential people, the police and corrupt politicians. Watch when Durga attempts to defend the rights of these women how she will be maligned and what impact it will cause on her marriage life.",3.9,708,https://www.imdb.com/title/tt0187279/
Acid Factory,1201557,2009,Action,Crime,Mystery,Hindi,Fardeen Khan,Dia Mirza,Manoj Bajpayee,NA,NA,NA,"Cape Town Police's Assistant Commissioner Ranbir Singh travels to Durban to meet with undercover Agent Romeo and assigns him a special task. Shortly thereafter Romeo is attacked, loses his consciousness and when he regains it, finds himself trapped in an acid factory along with four other males. One of the males is tied to a chair, while another is handcuffed. All of them soon realize that due to the presence of Pentane - a gas that induces memory loss - they are not even able to remember their names. They do manage to gain each other trusts' and even release their two comrades. While they discuss their situation, they are confronted by an unknown gun-toting female, also suffering from memory loss, and soon realize that two of them are actually abducted and are being held for ransom by the other three.",5.0,698,https://www.imdb.com/title/tt1201557/
The Seventh Horse of the Sun,0108256,1992,Drama,Romance,NA,Hindi,Rajit Kapoor,Raghuvir Yadav,Siraj Ahmed,NA,NA,NA,"On a lazy afternoon, a man shares his memories of a storyteller friend who once narrated a convoluted love story with intertwined plots. As these plots unravel, reality mixes with fiction.",8.0,838,https://www.imdb.com/title/tt0108256/
Dil Kabaddi,1218345,2008,Comedy,Drama,NA,Hindi,Irrfan Khan,Rahul Bose,Rahul Khanna,NA,NA,NA,"Colaba-based Rishi Sharma and his wife, Simi, hope their friends, Samit and Mita are pregnant when they get together, but instead they inform them that they are separating. Shocked at this news, they attempt to figure out what went wrong. Eventually Samit moves out and lives with Kaya, an Aerobics and Yoga instructor, while Mita has an admirer in Veer, Simi's co-worker. Eventually the estranged couple find they cannot live without each other and patch-up. The foursome get together to celebrate, and this is where Rishi and Simi will find that their seemingly harmonious married life is not perfect either.",5.7,669,https://www.imdb.com/title/tt1218345/
Sardar,0240879,1993,Biography,Drama,History,Hindi,Paresh Rawal,Tom Alter,Deepika Amin,NA,NA,NA,NA,7.9,739,https://www.imdb.com/title/tt0240879/
Dhoondte Reh Jaaoge!,0317355,1998,Comedy,Drama,Family,Hindi,Amar Upadhyay,Antara Mali,Tinnu Anand,NA,NA,NA,NA,4.8,42,https://www.imdb.com/title/tt0317355/
Hum Tum Aur Ghost,1465493,2010,Comedy,Drama,Fantasy,Hindi,Arshad Warsi,Dia Mirza,Boman Irani,NA,NA,NA,"Armaan's (Arshad Warsi) life is picture perfect; a loving girlfriend and a great job as a fashion photographer. Yet things aren't as perfect as they seem to be. He is a chronic patient of insomnia though his sleeplessness is not a function of a sleeping disorder. The truth is that he hears voices - voices that torture him, voices that don't let him have his peace, and voices that nobody else can hear. While his friends sympathize with him, his girlfriend, Gehna (Dia Mirza), is irritated with his weird behavior while her father constantly berates him for his fondness for the bottle. No one seems to understand Armaan's predicament. What is even more puzzling is the fact that he talks to himself...or rather, to people, whom no one can see! Suddenly aware of his special ability to connect with the souls that haven't crossed over, and equipped with a will to fulfill the wishes of the spirits that hound him, Armaan sets out on a mission to help three souls - a child, an old man, and a young woman.",4.8,689,https://www.imdb.com/title/tt1465493/
Junooniyat,3840534,2016,Drama,Romance,NA,Hindi,Pulkit Samrat,Yami Gautam,Gulshan Devaiah,NA,NA,NA,NA,4.2,742,https://www.imdb.com/title/tt3840534/
Anari,0052560,1959,Comedy,Drama,Musical,Hindi,Raj Kapoor,Nutan,Lalita Pawar,K. Damodar,T.K. Desai,Shanker Kurade,"Raj Kumar is an honest, handsome and intelligent young man to boot. He works as a sole Trader therefore a painter by trade, but unable to earn a living, and unable to pay rent to his kind-hearted but talkative landlady, Mrs. D'sa. One day Raj finds a wallet containing money, and he returns it to the owner, Ramnath. Ramnath admires Raj and pleased with his honesty employs him to work in his office as a Receptionist. Raj meets with Ramnath's maidservant, Asha, and soon both fall in love. This all ends when Raj finds out that Asha is really Aarti, the daughter of his employer. He then alienates himself from his employer and his daughter, and looks after his ailing landlady by cooking and serving her daily meals. Unfortunately, she passes away suddenly. The police conduct a post-mortem, and as a result find out that Mrs. D'sa was poisoned. Raj became the prime suspect and is subsequently taken for questioning, and is arrested and held in a cell. Later on Raj planned a narrow escape which was successful and goes out to find evidence to prove his innocence.",7.9,777,https://www.imdb.com/title/tt0052560/
Yeh Raaste Hain Pyaar Ke,0292740,2001,Action,Drama,Romance,Hindi,Ajay Devgn,Madhuri Dixit,Preity Zinta,NA,NA,NA,"Two con artistes and car thieves, Vicky (Ajay Devgan) and Sakshi (Preity Zintar) run afoul of Bhanwarlal (Deep Dhillon) and his mob, when they accidentally kill his brother. Bhanwarlal and his other brother (Mayur) both swear to avenge the death of their brother and mistakenly kill Rohit Verma (also Ajay Devgan), who is a look-alike of Vicky. Sakshi thinks that her love is dead and is devastated. Unknown to Sakshi and Bhanwarlal, Vicky is still alive and has taken the place of Rohit, fooling Rohit's dad, Pratap Verma (Vikram Gokhale); Rohit's wife, Neha (Madhuri Dixit), little knowing that Pratap Verma already knows that Rohit is dead, but for some strange and mysterious reason permits Vicky to continue with the impersonation.",4.1,716,https://www.imdb.com/title/tt0292740/
Janbaaz,0091284,1986,Action,Drama,NA,Hindi,Feroz Khan,Anil Kapoor,Dimple Kapadia,Marutirao V. Kale,NA,NA,"Rana Vikram Singh (Amrish Puri) has two sons, Rajesh (Feroz Khan), a police officer and Amar (Anil Kapoor), a fun-loving playboy. Rajesh has gone through a traumatic experience of losing the girl he loved (Sridevi), when she succumbed to drug addiction. He vows to fight this menace. An underworld kingpin Raja (Raza Murad) murders Rana's old friend. Reshma (Dimple), this friend's daughter, takes shelter in Rana's house. Amar and Reshma fall in love but the evil Raja pursues her. Rajesh meanwhile is on the trail of the drug cartel which victimized his girlfriend.",6.2,685,https://www.imdb.com/title/tt0091284/
Jawani Zindabad,0337650,1990,Drama,Romance,NA,Hindi,Aamir Khan,Farha Naaz,Javed Jaffrey,Babban Kharat,Kishore Mullik,Vilas Panchal,"Shashi, Akbar and a group of young people pledge never to give nor receive dowry. Acting against his mother's wishes, Shashi marries Sugandha Srivastav, and does not accept any dowry. He arranges his sister's, Rama's marriage with Ravi Verma, the son of Goverdhan and Shakuntala. Goverdhan and Shakuntala did not get any dowry, and are quite upset, though Ravi is happy. Both want Ravi to re-marry, so that they can get dowry. They send Ravi away, and Goverdhan plans to accidentally kill Rama, but things go wrong, and instead Shakuntala gets badly burned, and has to be hospitalized. Taking this opportunity, Goverdhan blames Rama for attempting to kill Shakuntala, and has her arrested. Now Shashi will have to put all his resources together to free his sister, as the evidence and motive are not in her favor.",5.6,674,https://www.imdb.com/title/tt0337650/
Ajji,6471054,2017,Crime,Drama,NA,Hindi,Sushama Deshpande,Smita Tambe,Sharvani Suryavanshi,Juhi Nair,Swapnil Uplelkar,NA,Little Manda is found raped and dumped in a trash heap near her slum. Her parents are more concerned with survival than dignity. The cops are powerless to help as the rapist is a local politician's son. But Ajji won't accept this injustice.,6.9,1163,https://www.imdb.com/title/tt6471054/
Dharam Veer,8765712,2008,Adventure,NA,NA,Hindi,Mugdha Chaphekar,Vikrant Massey,Rajat Tokas,NA,NA,NA,NA,8.6,61,https://www.imdb.com/title/tt8765712/
My Faraway Bride,0397551,2006,Comedy,Drama,Romance,English,Jason Lewis,Kashmira Shah,Gulshan Grover,Ananya Rane,NA,NA,"My Bollywood Bride tells the story of Alex, a copy-writer dreaming of being an adventure novelist someday, who meets and romances Indian beauty Reena, while she is vacationing in California. Torn by her blossoming feelings for Alex and her Indian family values and obligations, Reena returns home without saying goodbye. Alex, distraught by the turn of events, decides to follow her to Mumbai and win her back. The trouble is, Alex couldn't be more out of his element on the sub-continent, not helped by the fact Reena has kept something very important about her from him (Reena is the top Bollywood film star - the Julia Roberts of India)! However, with the help of a rambunctious rickshaw driver and some of Reenas friends, Alex just might have a chance at winning her heart. A parallel love story centers on Bobby, an up-and-coming Bollywood star, who has forgotten his roots and started to believe his own press. As a close friend of Reena, he tries to help her by taking Alex under his wing. However, his life is thrown into turmoil when he runs into his childhood sweetheart Alisha, whom he once left behind after a dance competition in order to win a role in Bollywood.",4.7,646,https://www.imdb.com/title/tt0397551/
Dushman Duniya Ka,0116153,1996,Drama,NA,NA,Hindi,Laila,Mehmood,Manzoor Ali,NA,NA,NA,"Mahesh is a honest and diligent young man, who has no knowledge of his background as he was raised in an orphanage. One day he meets Reshma, who is also an orphan, and both fall in love and get married. They live a harmonious life, and soon are proud parents of a healthy young boy who they name Lucky. Lucky grows up to be as honest and diligent as his dad, and his future appears to be very bright. Lucky has a childhood sweetheart in Lata, and both plan to marry soon with the blessings of their respective parents. Then Mahesh's world is turned upside down when he finds drugs in Lucky's pocket. He speaks to Lucky about this, and Lucky promises to give up drugs forever, and does live up to his promise. While driving home one day, Mahesh witnesses a drug peddler selling drugs to a group of youths, which also included Lucky. He notifies the police, and they arrest the youths, but the peddler manages to escape. All the other youth tested positive for drugs, except for Lucky. When he returns home, his parents refuse to believe him, this angers him and he and his father come close to fisticuffs. Mahesh asks Lucky to leave, and he does so. Even Lata will have nothing to do with him. Lucky regresses to drugs and his friends, until he runs out of money. Now he must either steal or even consider killing someone for money, - and the only ones he could think of taking money from are his parents. What will be Lucky's fate?",3.9,677,https://www.imdb.com/title/tt0116153/
Zulmi,0282275,1999,Action,Drama,NA,Hindi,Akshay Kumar,Twinkle Khanna,Aruna Irani,Babban Kharat,Pappu Mishra,NA,"An orphan boy is adopted as an infant by Baba Thakur who gives him a name Balraj Dutt and treat him equally as a family member. Since then Balraj adores Baba Thakur as his mentor; when Baba Thakur gets murdered by Zorawar; Balraj swears to avenge this killing and bring up the grandson of Baba Thakur; Nihal with tender care. Balraj gets into an encounter with Zorawar leading to his arrest by the police. Years later when Zorawar is release from jail he will now go to any length to destroy Balraj. When Balraj gets wind of this he hires a personal bodyguard, Raj. But problem persists when Raj recognize Nihal as one of the assailants who mercilessly murdered and raped his sister - that does not end here as Raj wants Nihal dead at any cost.",4.5,672,https://www.imdb.com/title/tt0282275/
Ikke Pe Ikka,0110105,1994,Action,Comedy,NA,Hindi,Akshay Kumar,Shanti Priya,Prithvi,NA,NA,NA,"Kailashnath is a wealthy widower, who lives in a palatial house with three grown sons, Randhir, Rajiv, Rishi, and a younger school-going son. He manages the business on his own, but would like his sons to also take an interest, in vain though, as all three have their own interest at heart (being a Bollywood actor, singing, and boxing) and no interest whatsoever in running a business or seeking employment. To add to this, Kailashnath must now contend with a new neighbor named Kaushalya, a widow, with three daughters (Komal, Kavita and Kanchan) and a rather plump maid-servant by the name of Guddi. It so happens that the daughters have similar interests as Kailashnath's sons. So the six match-up, romance, have fun, and would like to get married. Kailashnath refuses to permit his sons to get married until and unless they establish themselves and are able to stand on their respective feet. He, therefore, puts forth a proposal to marry Kaushalya - a marriage that will douse the romance of these three couples - and change their relation into those of brothers and sisters - but will it make them take any interest in employment and business?",3.8,646,https://www.imdb.com/title/tt0110105/
Satyakam,0244776,1969,Drama,NA,NA,Hindi,Ashok Kumar,Dharmendra,Sharmila Tagore,Jadab Bhattacharya,Ibrahim Mamoo,Udaybhan Singh,"The tale begins in the final days of the British Raj in India. A cohort of engineering students graduate a few months before Independence. Satyapriya and Naren are among the graduate engineers. The principality of Bhawanigarh is run by a cruel and dissolute man, Vikram Singh who knows his days of absolute power are numbered. Satyapriya Acharya finds employment in Bhawanigarh, meets and marries Ranjana under peculiar circumstances. This creates huge issues in his family, in particular his grandfather who raised him. Orthodoxy of the teacher clan of the Acharyas precludes admission of Ranjana into the household. Satyapriya is the epitome of integrity, refuses to utter any untruth as a consequence of which he and his family face difficulties. It takes a death in the family to bring a reinterpretation of tradition and relationships.",8.2,711,https://www.imdb.com/title/tt0244776/
Daag: The Fire,0272062,1999,Action,Drama,Thriller,Hindi,Sanjay Dutt,Chandrachur Singh,Mahima Chaudhry,NA,NA,NA,"Karan is a former soldier. One day when Karan finds out that his father committed suicide in prison after he is falsely charged with a crime, he suspects Ravi Verma, a city attorney who has a wife and a kid. When Karan spots Ravi on the street with his wife Kajal, he abruptly shoots Ravi and Kajal; however, Ravi survives the murder and Kajal ends up dead. After Ravi's release from the hospital, he does not realize that he has a new and different wife who looks exactly like Kajal, later on he does. While Ravi's life continues, Karan's revenge also continues against Ravi. Ravi claims that it wasn't his idea to set Karan's father up, it may be Ravi's father-in-law and his colleagues who may be responsible.",4.8,718,https://www.imdb.com/title/tt0272062/
Made in China,8983180,2019,Comedy,Drama,NA,Hindi,Rajkummar Rao,Boman Irani,Mouni Roy,Etisha Jain,Ankita Lad,Anuja Vashistha,A Chinese delegate passes away after consuming Tiger Soup the investigating officer holds Dr Vardhi for questioning who was face of the brand but its manufacturer Raghu surrenders himself.Flashback revels Raghu was a failed businessmen who tried his luck in setting up different business but nothing worked he goes to China with his cousin Devraj for a deal which gets canceled and comes across Tanmay who explains him about what customer basically needs.As Devraj has canceled the deal his partner Xui Lee asks Raghu to pose as Devraj and meet her boss Hao during the meeting Hao gives Raghu a Tiger Penis Soup which can help improve physical relationships of couple and asks him to market in India.Raghu decides to market the product in India with help of sexologist Dr Vardhi but hides from his wife Rukhmini and other family members.,6.2,4034,https://www.imdb.com/title/tt8983180/
Lamhaa: The Untold Story of Kashmir,1309561,2010,Action,Drama,Thriller,Hindi,Sanjay Dutt,Bipasha Basu,Kunal Kapoor,Baban Adagale,Sikander Ahmad,Payal Dedhia,"Indian Military Intelligence assigns their agent, Vikram Sabharwal, to travel to Kashmir. There he is to locate the person(s) behind the violence, under the guise of a press reporter, Gul Jahangir. Once there, he begins his investigation by visiting highly sensitive areas as such as the Jama Masjid, Dardpura Village and Rainawari Chowk. He is accompanied by a tailor, Char Chinar, who sells uniforms to both militants and the underpaid military soldiers. Vikram meets up with Aziza Abbas Ansari, and her mentor, Haji Sayyed Shah, and aspiring political leader, Aatif Hussain. And it is after these meetings that he will conclude who is behind the extremism in this beautiful yet 'most dangerous place on Earth'.",5.0,655,https://www.imdb.com/title/tt1309561/
Agni Sakshi,0115484,1996,Drama,Musical,Romance,Hindi,Jackie Shroff,Nana Patekar,Manisha Koirala,Manohar Patil,Shinde,Machhindra Shinde,"Multi-millionaire bachelor Suraj Kapoor desire to marry Shivangi, shortly after the marriage takes place and they get settled. While on honeymoon the couple are approach by a young man named Vishwanath who claims Shivangi is his wife, Madhu. While Suraj disbelieves this Shivangi refuses to recognize this man and asks him to leave to which he does. The same night Vishwanath telephone Suraj inviting him over to his apartment and shows him a video-cassette recording of his marriage to Shivangi. Suraj refuses to believe and decides to leave the city with his wife but the couple manages to meet with Vishwanath on several other occasions where his attitude became aggressive forcing the couple to involve the police for protection.",6.1,711,https://www.imdb.com/title/tt0115484/
Raghu Romeo,0377131,2003,Comedy,Crime,NA,Hindi,Vijay Raaz,Maria Goretti,Sadiya Siddiqui,NA,NA,NA,NA,6.9,676,https://www.imdb.com/title/tt0377131/
Henna,0121352,1991,Drama,Romance,Musical,Hindi,Rishi Kapoor,Zeba Bakhtiar,Ashwini Bhave,Shankar Chougle,M.F. Hussain,L.K. Kadam,"Orphan Chander Prakash is employed as a menial laborer in a timber mart; he meets with wealthy Chandni only to fall in love with her and the marriage is arranged with the blessings of Chandni's parents. Unfortunately on the day of the marriage Chander meets with a vehicle accident and is believe to be dead but in reality he is rescued from drowning by a gypsy, Henna Khan who reside in Jhelum, Pakistan with her widowed father, Khan Baba; three brothers Ashraf, Razzak and Zaman along with Razzak's wife Najma. Chander is nurse by Henna and the village doctor, Bibi Gul until his health improve and he is able to use his legs to move around. Unfortunately Chander suffers from memory loss and is able to retain only the word, 'Chand' short for Chandni so much that Henna and her loved ones starts to call him Chand. Meanwhile Henna starts to fall in love with Chand and their marriage are arranged only to invite the wrath of police officer Shahbaaz Khan who himself has already marry twice and now wants to marry Henna as the Shariat law state that an individual can marry four times. Ironically on the day of Chand and Henna wedding he manages to regain his memory and confesses his Hindu identity to the community thus Khan Baba decides to make all arrangements to send him back to Hindustan. Before Chand can cross the Pakistan border he is apprehend by Shahbaaz Khan only to prove to be a traitor send down by the Indian Government to spy on the Pakistanis.",6.4,691,https://www.imdb.com/title/tt0121352/
Molang,6046238,2015,Animation,Short,Comedy,English,Bruno Guéraçague,NA,NA,NA,NA,NA,"Molang is an affectionate and humorous perspective on the relationship between an eccentric, joyful and enthusiastic rabbit, and a shy, discreet and emotional little chick. The series explores Molang and Piu Piu's everyday life with warmth and humor.",8.6,282,https://www.imdb.com/title/tt6046238/
One Day: Justice Delivered,8130558,2019,Action,Crime,Thriller,Hindi,Anupam Kher,Kumud Mishra,Esha Gupta,NA,NA,NA,Justice Tyagi lives a retired life with his family during the marriage of his daughter Pooja Dr Couple Ajay Chopra and Reena Chopra go missing after attending the function. Inspector Sharma is assigned to investigate the matter and Tyagi decides to cooperate. It is revealed that Tyagi is behind the kidnapping and his next target is hotelier Pankaj Singh his motive behind kidnappings is to give justice to their victims.Due back to back kidnappings and increasing pressure from officials the cops appoint Laxmi Rathi to take over the case while Sharma will have to assist her.,5.0,3353,https://www.imdb.com/title/tt8130558/
M Cream,2963974,2014,Adventure,Comedy,Drama,Hindi,Tom Alter,Raaghavv Chanana,Ira Dubey,Guddu Gupta,Hiralal Jatav,Prerna Kathuria,"FIGS is the typical cynic one finds lurking in the expansive lawns of Delhi University. Entangled in a web of drugged out delirium, he's the quintessential rebel. His world is thrown into disarray when his conservative parents begin to chalk out a strategy for his future. Things only become worse when a sudden scarcity of hash deprives Figs of his favorite pastime. Unable to cope with the situation, Figs joins forces with his best friend MAGGIE on a quest to attain M Cream, a mythical form of hash. They hastily devise a plan to trek to the far reaches of the Himalayas in pursuit of this goal. Maggie ropes in her boyfriend NIZ, who's purportedly headed to the hills on a photo assignment. Unbeknownst to Figs, the trio is joined by JAY, a close friend of Niz. Chaos ensues as the reckless travelers journey across the Himalayan expanse. The road trip results in a series of unexpected encounters that begin to unravel the myriad realities of rebellion. Difficult choices are made and uncomfortable sides are taken as Figs and the others begin to comprehend the mysterious ways of the world we live in.",5.6,627,https://www.imdb.com/title/tt2963974/
Veerappan,5632164,2016,Action,Biography,Crime,Hindi,Sachiin Joshi,Sandeep Bharadwaj,Usha Jadhav,Chirayu Bodas,NA,NA,"Koose Muniswamy Veerappan commonly known only as Veerappan was a notorious Indian brigand and dacoit in India. He was active for nearly 30 years in the scrub lands and forests in the states of Karnataka, Kerala and Tamil Nadu. 184 people (97 of them are police officials & forest officers), 900 elephants were killed by Veerappan.",5.3,746,https://www.imdb.com/title/tt5632164/
Shakespeare-Wallah,0059709,1965,Drama,Romance,NA,English,Shashi Kapoor,Felicity Kendal,Geoffrey Kendal,NA,NA,NA,"The story of a family troupe of English actors in India. They travel around the towns and villages giving performances of Shakespearean plays. Through their travels we see the changing face of India as the old is replaced by the new, Maharajas become hotel owners, sports become more important than culture and the theater is replaced by Bolliwood movies. Based on the travels of Geoffrey Kendal with his daughter Felicity Kendal.",6.8,728,https://www.imdb.com/title/tt0059709/
Dil Tera Aashiq,0106725,1993,Comedy,Drama,Romance,Hindi,Madhuri Dixit,Salman Khan,Kader Khan,Anand Sawant,NA,NA,"Unable to make even a middle-classed living, Sonia Khanna, who lives with her widowed and ailing mother, faces yet another challenge when she must get her mother hospitalized as well as come with money for medical expenses. She finds a job with Ooty-based widower Chaudhary Ranjit Singh as a governess for his children, but he prefers someone mature. So she dons the guise of an older woman, calls herself Savitri, and gets hired. Things get hilarious and out of control after she falls in love with her employer's nephew, Vijay, while being wooed by the later. And the turmoil turns deadly after she starts to get blackmailed by an unknown male.",5.1,759,https://www.imdb.com/title/tt0106725/
Saat Uchakkey,5637188,2016,Comedy,NA,NA,Hindi,Manoj Bajpayee,Vijay Raaz,Aditi Sharma,Sohini Mondal,Amit Waghchaure,NA,"SAAT UCHAKKEY is a comedy caper about 7 petty crooks blundering their way through an exciting gamut of mystery, greed, treachery and running into one riotous crisis after another. Set against the gritty backdrop of Old Delhi, this burlesque film opens a window into the unpredictable world of magical realism, where the lingo is spattered with the choicest of swear words and the mannerisms with sidesplitting humor.",5.7,806,https://www.imdb.com/title/tt5637188/
Vaastu Shastra,0416282,2004,Horror,Mystery,NA,Hindi,Vicky Ahuja,J.D. Chakravarthi,Ahsaas Channa,NA,NA,NA,"Dr. Jhilmil Rao works in a Pune Hospital, and lives in a flat with her writer husband, Virag her sister, Radhika; and son, Rohan. The family decides to re-locate to Saswade about 12 km from Pune in a spacious bungalow. Virag finds the necessary solitude to carry on with his writing, Radhika and Jhilmil take the car for college and work respectively, while Rohan is delighted that he has ample place to play. He soon befriends two other children Manish and Jyoti and informs his parents accordingly. Since there is no neighbor anywhere within sight, they think that he has an active imagination like his dad. They decide to hire a maid, Rukma, to look after him. Subsequently, Rohan complains that Rukma had tried to kill him by trying to push him under a truck, but Rukma denies this. Rohan also accuses Rukma of stealing property from their house, which Rukma vehemently denies. The next day the Police Inspector Bhupal Gorpade, informs the Raos that Rukma has been killed by a hit and run driver. The shocked Raos are also told that property belonging to them has been recovered from Rukma, and according to his investigation, a truck driver did confirm that Rukma had attempted to kill Rohan. The question remains, if Rohan is not making up tall tales, who are Manish and Jyoti, and why can't anyone else see them?",5.0,657,https://www.imdb.com/title/tt0416282/
Badhaai Ho Badhaai,0325041,2002,Comedy,Drama,Musical,Hindi,Anil Kapoor,Rana Jung Bahadur,Anang Desai,Braj Bhushan,NA,NA,"The D'Souza and Chaddha families are neighbors and have been good friends for as long as they can remember; despite their diverse religious and cultural beliefs, they celebrate Diwali and Christmas with cheer and gusto. Then Anjali Chaddha and Steven D'Souza fall in love, and this brings an end to the friendship. Anjali and Steven elope, marry, and re-locate, leaving the two families to live with bitterness the rest of their lives. 27 years later, a young man claiming to be the son of Anjali and Steven comes to visit his paternal and maternal grandparents, and is cold-shouldered by both families. He persists and wins over the hearts of all his grandparents, but before he can win over his Jassi mama and Moses chacha, they find out that Raja is not who he claims to be.",4.5,694,https://www.imdb.com/title/tt0325041/
What If?,0470614,2006,Drama,NA,NA,Hindi,Paresh Rawal,Irrfan Khan,Jimmy Sheirgill,NA,NA,NA,"The Visa papers have arrived for stock broker, Salim Rajabali, and he is scheduled to leave in less than a week. Then everything goes wrong when he and his brother, Javed, inadvertently implicate themselves in the murder of Deputy Commissioner of Police Paul, and Salim must flee immediately to the U.S. albeit with a heavy heart, after also being betrayed by his lover, Namrata. Following his departure the following too get ready to leave for the U.S., Rajubhai Patel along with Payal, the daughter Tara V. Gandhi, who is now fated to live with an alcoholic husband and minor acting roles in Bollywood movies; Brilliant student Rahul Bhide who lives with his aged dad, in a dilapidated house, finds his future looking brighter when his dad passes away; Tilotamma Das who met and married Hemant Punj is now awaiting the arrival of her visa, when she finds she cannot take any more from her pushy mother-in-law. All of them try to reach America.",6.5,704,https://www.imdb.com/title/tt0470614/
Siddharth,2932606,2013,Drama,NA,NA,Hindi,Rajesh Tailang,Tannishtha Chatterjee,Anurag Arora,Avani Batra,NA,NA,"After sending away his 12 year-old son Siddharth for work, Mahendra (a chain-wallah who specializes in fixing broken zippers on the streets) is relieved as his financial burdens will be alleviated. But when Siddharth fails to return home, Mahendra learns he may have been taken by child-traffickers. With little resources and no connections, he travels across India in pursuit, with the hope that whatever force arbitrarily took his child away will return him unharmed.",7.3,708,https://www.imdb.com/title/tt2932606/
Garm Hava,0073034,1974,Drama,NA,NA,Urdu,Balraj Sahni,A.K. Hangal,Gita Siddharth,NA,NA,NA,NA,8.1,721,https://www.imdb.com/title/tt0073034/
