Title,IMDB ID,Date of release,Genre1,Genre2,Genre3,Language,Actor1,Actor2,Actor3,Crew1,Crew2,Crew3,Plot summary,IMDB rating,IMDB votes,IMDB URL
Veerana,0260494,1988,Action,Drama,Horror,Hindi,Jasmin,Hemant Birje,Sahila Chaddha,NA,NA,NA,"After the sudden death of her dad, Sameer, and mom, Preeti, Sahila goes to live with her grandmother and cousin in Bombay. Years later, now fully matured, she returns home to Chandanagar to live with her uncle, Mahendra Pratap, and cousin, Jasmin. This is where she will be exposed to a resurrected evil witch, Nikita, who has manifested herself in the body of Jasmin. Aided by a priest named Baba, she is determined to kill each and everyone of the remainder of the Pratap family members. And there is no known power on Earth that can stop Nikita.",6.7,766,https://www.imdb.com/title/tt0260494/
Andhaa Kaanoon,0085165,1983,Action,Drama,NA,Hindi,Rajinikanth,Hema Malini,Reena Roy,NA,NA,NA,"Jan Nissar Akhtar Khan works as a Forest Officer, and lives with his wife Zakhiya. One day while on duty he comes across some poachers who were cutting sandal wood trees illegally. When challenged, they retaliate, a struggle ensues, and one of them, Ram Gupta, gets killed. Khan is charged with killing him, tried in Court, and sentenced to several years in prison. His shocked and devastated wife kills herself. Years later, an angry and embittered Khan is released from prison. One day he comes across another young man, Vijay Singh, and finds out that he is struggling with taking vengeance against two men who had traumatized and killed some of his family members, and decides to help him. It is then Khan finds out that Gupta is still alive and decides to kill him, quite dramatically in the same courtroom where he was convicted for his murder. Watch how this action will effect Khan's future, and Vijay's plan for avenging his family.",6.1,690,https://www.imdb.com/title/tt0085165/
Compulsed,0071800,1974,Drama,Mystery,Thriller,Hindi,Amitabh Bachchan,Parveen Babi,Pran,NA,NA,NA,"Ravi Khanna (Amitabh Bachchan) lives happily with his widowed mother, wheelchair-bound sister (Farida Jalal) and younger brother. He suffers from a terminal brain tumor, and has only 6 months to live. In an effort to provide for his family, he takes the responsibility of a murder that he has not committed to collect the ransom money of Rs. 500,000. He leaves a trail for the police to follow and he is convicted. While in prison he gets an attack and the jail authorities take him to the hospital where he undergoes a successful operation. Now, he is a confessed criminal for abduction, ransom and murder, which he himself planted himself. In order to save himself from the death penalty, he runs away from the hospital in search of the real murderer. He gets help from a thief named Michael (Pran). After many twists and turns, the plot unfolds, where the true identity of the criminal is revealed and Ravi Khanna is a free man.",7.1,692,https://www.imdb.com/title/tt0071800/
Mr. Bond,0104927,1992,Action,Adventure,Thriller,Hindi,Akshay Kumar,Sheeba,Saathi Ganguly,Rangarao Chougule,NA,NA,"Mr. Bond, a police officer by profession has a record of bringing some of the toughest criminals to justice. Notorious criminal Dragon and his look-alike brother Daga begin abducting children and hold them as hostages so that he can demand huge sums of money from their parents for release. Mr. Bond takes on the case of apprehending Dragon and rescuing the hostages.",4.3,642,https://www.imdb.com/title/tt0104927/
Kuchh Bheege Alfaaz,7617988,2018,Romance,NA,NA,Hindi,Geetanjali Thapa,Zain Khan Durrani,Shray Rai Tiwari,NA,NA,NA,"Every night at 10, Kolkata tunes into Big FM to listen to 'Kuch Bheege Alfaaz' - an episodic series of unrequited love stories hosted by RJ Alfaaz who, despite his tremendous following, prefers staying detached and anonymous. Among his many fans is the boisterous Archana, a girl working at a creative agency - which designs branded memes. She is leukodermic but lives life to the fullest. They meet; or rather talk, for the first time over a misplaced call, when Archana accidentally dials Alfaaz's number, while trying to connect with her latest blind date. A friendship blossoms between the two strangers hidden behind their digital screens. It quickly translates in to a whirlwind of romance, until they bare their true selves to each other.",7.5,857,https://www.imdb.com/title/tt7617988/
Jai Kishen,0110177,1994,Action,Drama,NA,Hindi,Akshay Kumar,Ayesha Jhulka,Chandni,NA,NA,NA,"Twins by birth, Jai and Kishen are separated when their police officer father is killed by criminal elements. While Jai is blind and is taught self-dense; Kishen is a career con man who would go to any length to get a quick buck. Jai and Kishen do get to unite and together they plotted to locate and take revenge on all wrong-doers especially the ones responsible for their dad's death - who are now the leading gangsters of the city.",5.1,640,https://www.imdb.com/title/tt0110177/
The Touch,0079938,1980,Drama,Romance,NA,Hindi,Shabana Azmi,Naseeruddin Shah,Sudha Chopra,NA,NA,NA,"Anirudh Parmar is blind, but he does not let this impairment bind him down. He runs a school for the blind as a Principal. He meets with social worker, Kavita. Kavita is attracted to him, and he slowly also gets attracted to her. When marriage is proposed, both agree to marry each other. Then Anirudh starts having doubts whether this marriage is going to succeed, as he feels he is being patronized, and pittied.",8.1,795,https://www.imdb.com/title/tt0079938/
Sankat City,1252614,2009,Comedy,Crime,Drama,Hindi,Kay Kay Menon,Rimi Sen,Anupam Kher,NA,NA,NA,"Owning several aquariums, fish-loving Mumbai-based Guru makes a living stealing cars, getting them to his garage-owner friend, Ganpat Gajanan Jagirdar, and re-selling them through an associate, Sharafat. One day he steals a Mercedez and takes it to Ganpat. They inspect the car, find a bag containing Rs.1 Crore, decide to keep it and improve their lifestyles. Ganpat 'refurbishes' the vehicle, and Sharafat finds a buyer in Suleman, who quite unfortunately, recognizes it, and informs the owner, Fauzdaar - a ruthless gangster and money-lender. Guru is located, interrogated brutally, and agrees to return the cash which is still stashed in the garage. When he goes there - Ganpat, who had hidden the cash, has met with an accident, is gravely injured, and requires immediate hospitalization. While recuperating, the doctor finds that he has completely lost his memory. With rising fears of a meteor crashing in the city, a furious Fauzdaar gives Guru three days to find the cash and return it to him.",6.2,626,https://www.imdb.com/title/tt1252614/
Kuch Khatti Kuch Meethi,0271604,2001,Comedy,Drama,Romance,Hindi,Kajol,Rishi Kapoor,Rati Agnihotri,NA,NA,NA,"Here is another Indian that also closely resembles another Hollywood movie. This story revolves around the lives of two look-alike sisters, who are brought up separately by their estranged parents, who had separated due to a misunderstandings when the girls were little. The twins meet, find out about their backgrounds, and decide to switch places. One goes to live with the mother, while the second goes to live with the father. After doing so, they find out that their parents are still in love with each other, and they decide to bring them together and live as one big family. But the father, who believes that his wife was having an affair with another man; while the mother believes that she cannot return as she has been wronged by her husband and his sister. Will the twins succeed?",4.6,649,https://www.imdb.com/title/tt0271604/
Fever,4022278,2016,Crime,Mystery,NA,Hindi,Rajeev Khandelwal,Gauahar Khan,Gemma Atkinson,NA,NA,NA,NA,4.7,675,https://www.imdb.com/title/tt4022278/
Jo Bole So Nihaal,0436451,2005,Action,Comedy,Thriller,Hindi,Sunny Deol,Thomas Tevana,Gary Castro Churchwell,NA,NA,NA,"Nihaal Singh is an honest and beloved constable from Punjab. A chance encounter with the criminal Romeo changes his life forever. Romeo is an unstoppable mercenary who moves from country to country in a wave of terror. When Nihaal Singh unwittingly aids the terrorist in his escape, Nihaal is labeled a traitor. He finds himself suspended from his job, ridiculed, and hated by his village. Meanwhile, Romeo has taken his merciless campaign to New York. Intelligence reports reveal that Romeo has entered the US in a plot to kill the President. Now, FBI are desperate to find Romeo, but the villain is a man without a face and therefore invisible. The only person who knows what the menace looks like is Nihaal Singh. The FBI recruits Nihaal Singh to come to New York and aid them in capturing Romeo. Guided by bilingual FBI Agents Bhatnagar and Kaur, Nihaal hunts Romeo for the safety of America. He asks for one thing in return of Romeo's capture: to bring the villain to his hometown in Punjab, thereby clearing his name and restoring his former glory.",3.6,671,https://www.imdb.com/title/tt0436451/
Vijaypath,0111625,1994,Action,Drama,Romance,Hindi,Ajay Devgn,Tabu,Suresh Oberoi,NA,NA,NA,"The family of Justice Saxena is extremely happy until his younger brother Inspector Rajesh Saxena (Suresh Oberoi) arrests a notorious gangster, Bhawani Singh. Justice Saxena sentences Bhawani Singh to death. Bhawani Singh's brother, Dilawar Singh (Danny Denzongpa), vows to avenge his brother and he kills the judge as well as his driver Shanker. Dilawar Singh also tries to kill their sons. Driver Shanker's son, Karan (Ajay Devgan) loses his eyesight while saving Justice Saxena's son Babloo. Justice Saxena's wife, the two children and Rajesh Saxena leave the city. Dilawar Singh finds them and kills the Judge's wife and throws Babloo out of the running train. Before dying, Babloo donates his eyes to Karan. Karan vows that he will not remove his goggles till he confronts Dilawar Singh.",5.0,678,https://www.imdb.com/title/tt0111625/
23rd March 1931: Shaheed,0324951,2002,Biography,Drama,History,Hindi,Bobby Deol,Sunny Deol,Amrita Singh,Vishnu Nishad,NA,NA,"When his mentor Lala Lajpatrai is mercilessly beaten to death by the police Bhagat Singh is enraged and he sets about to avenge his death. He and his colleagues do succeed in killing one of the officials responsible, but they are identified and as a result they are arrested and held in prison where they are tortured relentlessly. They are then sentenced to a life in prison. Subsequently, they are charged with a more serious crime - treason and assassination - a crime that is punishable by death.",5.1,675,https://www.imdb.com/title/tt0324951/
Anari No. 1,0200435,1999,Comedy,NA,NA,Hindi,Govinda,Raveena Tandon,Simran,Narendra Haldankar,Babban Kharat,NA,"Naive Raja is employed as a lowly waiter in a hotel. One day he serves and looks after a wealthy businessman K.K., who lends him a suit, and gives him some money, so that he could find a rich woman to woo and marry. Raja thinks Sapna is wealthy and successfully woos her and wins her heart, only to find out that she too is on the lookout for a rich prince charming. She thought Raja was the rich, debonair, and eligible bachelor Rahul Saxena. With the help of garage owner, Sattarbhai all three of them concoct a plot to kidnap Rahul Saxena, hold him for ransom, while Raja takes his place. After kidnapping him, Raja does take his place with Rahul's family, his stepmom, Sharda, dad Dhanraj, uncle, aunt, and sweetheart Sona. Sona happens to be the daughter of Raja's mentor K.K., and this arouses anger with K.K. when he finds out that Raja has chosen Sona to seduce. Then things start to go wrong as Raja himself gets kidnapped, as he is mistaken for Rahul.",5.0,681,https://www.imdb.com/title/tt0200435/
